className	displayName	armaCategory	armaType	mass	count	maxLoad	mod	addons
UK3CB_V_Carrier_Rig_BLK	Modular Carrier (Black)	Equipment	Vest	60	-1	60	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Heavy_BLK	Modular Carrier GL Rig (Black)	Equipment	Vest	80	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Light_DES	Modular Carrier Lite (Desert)	Equipment	Vest	70	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_DES	Modular Carrier (Desert)	Equipment	Vest	60	-1	60	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Heavy_DES	Modular Carrier GL Rig (Desert)	Equipment	Vest	80	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Light_GRN	Modular Carrier Lite (Green)	Equipment	Vest	70	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_GRN	Modular Carrier (Green)	Equipment	Vest	60	-1	60	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Heavy_GRN	Modular Carrier GL Rig (Green)	Equipment	Vest	80	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Light_KHK	Modular Carrier Lite (Khaki)	Equipment	Vest	70	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_KHK	Modular Carrier (Khaki)	Equipment	Vest	60	-1	60	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Heavy_KHK	Modular Carrier GL Rig (Khaki)	Equipment	Vest	80	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Light_Tan	Modular Carrier Lite (Tan)	Equipment	Vest	70	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Tan	Modular Carrier (Tan)	Equipment	Vest	60	-1	60	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Heavy_Tan	Modular Carrier GL Rig (Tan)	Equipment	Vest	80	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Light_UCP	Modular Carrier Lite (UCP)	Equipment	Vest	70	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_UCP	Modular Carrier (UCP)	Equipment	Vest	60	-1	60	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Heavy_UCP	Modular Carrier GL Rig (UCP)	Equipment	Vest	80	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Light_WHI	Modular Carrier Lite (White)	Equipment	Vest	70	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_WHI	Modular Carrier (White)	Equipment	Vest	60	-1	60	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_V_Carrier_Rig_Heavy_WHI	Modular Carrier GL Rig (White)	Equipment	Vest	80	-1	130	@3CB Factions	UK3CB_Factions_Equipment_Vests
UK3CB_U_KZS_DOWN_KHK	KZS Suit Hood Down (Khaki)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_DOWN_KLMK_01	KZS Suit Hood Down (KLMK 01)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_DOWN_KLMK_02	KZS Suit Hood Down (KLMK 02)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_DOWN_WIN	KZS Suit Hood Down (Winter)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_KHK	KZS Suit Hood Up (Khaki)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_KLMK_01	KZS Suit Hood Up (KLMK 01)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_KLMK_02	KZS Suit Hood Up (KLMK 02)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_WIN	KZS Suit Hood Up (Winter)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_DOWN_GHILLIE_KHK	KZS Suit Hood Down Ghillie (Khaki)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_DOWN_GHILLIE_KLMK_01	KZS Suit Hood Down Ghillie (KLMK 01)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_DOWN_GHILLIE_KLMK_02	KZS Suit Hood Down Ghillie (KLMK 02)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_DOWN_GHILLIE_WIN	KZS Suit Hood Down Ghillie (Winter)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_GHILLIE_KHK	KZS Suit Hood Up Ghillie (Khaki)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_GHILLIE_KLMK_01	KZS Suit Hood Up Ghillie (KLMK 01)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_GHILLIE_KLMK_02	KZS Suit Hood Up Ghillie (KLMK 02)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_U_KZS_UP_GHILLIE_WIN	KZS Suit Hood Up Ghillie (Winter)	Equipment	Uniform	60	-1	40	@3CB Factions	UK3CB_Factions_Equipment_CW_Soviet_Uniforms
UK3CB_V_SOV_CHICOM_GRN	Chicom Type 56 (Green)	Equipment	Vest	10	-1	180	@3CB Factions	UK3CB_Factions_Equipment_CW_SOV_Vests
UK3CB_V_SOV_CHICOM_GRN_TAN	Chicom Type 56 (Green / Tan)	Equipment	Vest	10	-1	180	@3CB Factions	UK3CB_Factions_Equipment_CW_SOV_Vests
UK3CB_V_SOV_CHICOM_TAN	Chicom Type 56 (Tan)	Equipment	Vest	10	-1	180	@3CB Factions	UK3CB_Factions_Equipment_CW_SOV_Vests
UK3CB_V_SOV_CHICOM_TAN_GRN	Chicom Type 56 (Tan / Green)	Equipment	Vest	10	-1	180	@3CB Factions	UK3CB_Factions_Equipment_CW_SOV_Vests
UK3CB_Cocaine_Brick	Cocaine Package	Item	AccessoryBipod	1	-1	-1	@3CB Factions	UK3CB_Factions_Objects_Pallets
SmokeLauncher	Smoke Screen	VehicleWeapon	CounterMeasuresLauncher	-1	-1	-1		A3_Weapons_F
FlareLauncher	Flares	VehicleWeapon	CounterMeasuresLauncher	-1	-1	-1		A3_Weapons_F
CMFlareLauncher	Flares	VehicleWeapon	CounterMeasuresLauncher	-1	-1	-1		A3_Weapons_F
CMFlareLauncher_Singles	Flares	VehicleWeapon	CounterMeasuresLauncher	-1	-1	-1		A3_Weapons_F
CMFlareLauncher_Triples	Flares	VehicleWeapon	CounterMeasuresLauncher	-1	-1	-1		A3_Weapons_F
Laserdesignator_mounted	Laser Marker	VehicleWeapon	LaserDesignator	-1	-1	-1	@PSZ Polish Armed Forces	A3_Weapons_F;psz_weapons
Laserdesignator_vehicle	Laser Marker	VehicleWeapon	LaserDesignator	-1	-1	-1		A3_Weapons_F
Laserdesignator_pilotCamera	Laser Marker	VehicleWeapon	VehicleWeapon	-1	-1	-1		A3_Weapons_F
ItemWatch	Watch	Item	Watch	2	-1	-1		A3_Weapons_F
ItemCompass	Compass	Item	Compass	2	-1	-1		A3_Weapons_F
ItemGPS	GPS	Item	GPS	8	-1	-1		A3_Weapons_F
ItemMap	Map	Item	Map	2	-1	-1		A3_Weapons_F
MineDetector	Mine Detector	Item	MineDetector	20	-1	-1	@ace	A3_Weapons_F;A3_Weapons_F_Orange;ace_arsenal
Binocular	Binoculars	Item	Binocular	10	-1	-1	@ace	A3_Weapons_F;ace_optics
Rangefinder	Rangefinder	Item	Binocular	20	-1	-1	@PSZ Polish Armed Forces	A3_Weapons_F;psz_weapons
NVGoggles_OPFOR	NV Goggles (Gen3, Black)	Item	NVGoggles	20	-1	-1	@ace	A3_Weapons_F;ace_nightvision
NVGoggles_INDEP	NV Goggles (Gen3, Green)	Item	NVGoggles	20	-1	-1	@ace	A3_Weapons_F;ace_nightvision
Laserdesignator	Laser Designator (Sand)	Item	LaserDesignator	20	-1	-1	@ace	A3_Weapons_F;A3_Weapons_F_Mark;psz_weapons;ace_laser
Laserdesignator_02	Laser Designator (Hex)	Item	LaserDesignator	20	-1	-1	mark	A3_Weapons_F_Mark
Laserdesignator_03	Laser Designator (Olive)	Item	LaserDesignator	20	-1	-1	mark	A3_Weapons_F_Mark
FirstAidKit	First Aid Kit	Item	FirstAidKit	4	-1	-1	@ace	A3_Weapons_F_Items;ace_medical_treatment
Medikit	Medikit	Item	Medikit	60	-1	-1	@ace	A3_Weapons_F_Items;ace_medical_treatment
ToolKit	Toolkit	Item	Toolkit	80	-1	-1	@ace	A3_Weapons_F_Items;ace_arsenal
launch_NLAW_F	NLAW	Weapon	RocketLauncher	275	-1	-1	@ace	A3_Weapons_F_Launchers_NLAW;jsrs2025_config_c;ace_disposable;ace_nlaw;ace_overpressure;ace_realisticnames;ace_realisticweights
launch_RPG32_F	RPG-32	Weapon	RocketLauncher	66	-1	-1	@ace	A3_Weapons_F_Launchers_RPG32;jsrs2025_config_c;ace_overpressure;ace_realisticnames;ace_realisticweights;ace_reloadlaunchers
launch_B_Titan_F	Titan MPRL (Sand)	Weapon	MissileLauncher	110	-1	-1		A3_Weapons_F_Launchers_Titan
launch_I_Titan_F	Titan MPRL (Digital)	Weapon	MissileLauncher	110	-1	-1		A3_Weapons_F_Launchers_Titan
launch_O_Titan_F	Titan MPRL (Hex)	Weapon	MissileLauncher	110	-1	-1		A3_Weapons_F_Launchers_Titan
launch_B_Titan_short_F	Titan MPRL Compact (Sand)	Weapon	MissileLauncher	110	-1	-1	@4thib	A3_Weapons_F_Launchers_Titan;ace_javelin;4ib_weapons
launch_I_Titan_short_F	Titan MPRL Compact (Olive)	Weapon	MissileLauncher	88	-1	-1	@ace	A3_Weapons_F_Launchers_Titan;ace_javelin
launch_O_Titan_short_F	Titan MPRL Compact (Coyote)	Weapon	MissileLauncher	88	-1	-1	@ace	A3_Weapons_F_Launchers_Titan;ace_javelin
srifle_DMR_01_F	VS-121	Weapon	SniperRifle	100	-1	-1	@ace	A3_Weapons_F_LongRangeRifles_DMR_01;ace_realisticnames;ace_scopes;ace_ballistics
srifle_DMR_01_ACO_F	VS-121	Weapon	SniperRifle	100	-1	-1		A3_Weapons_F_LongRangeRifles_DMR_01
srifle_DMR_01_MRCO_F	VS-121	Weapon	SniperRifle	100	-1	-1		A3_Weapons_F_LongRangeRifles_DMR_01
srifle_DMR_01_SOS_F	VS-121	Weapon	SniperRifle	100	-1	-1		A3_Weapons_F_LongRangeRifles_DMR_01
srifle_DMR_01_DMS_F	VS-121	Weapon	SniperRifle	100	-1	-1		A3_Weapons_F_LongRangeRifles_DMR_01
srifle_DMR_01_DMS_snds_F	VS-121	Weapon	SniperRifle	100	-1	-1		A3_Weapons_F_LongRangeRifles_DMR_01
srifle_DMR_01_ARCO_F	VS-121	Weapon	SniperRifle	100	-1	-1		A3_Weapons_F_LongRangeRifles_DMR_01
srifle_EBR_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1	@ace	A3_Weapons_F_LongRangeRifles_EBR;ace_realisticnames;ace_scopes;ace_ballistics
srifle_EBR_ACO_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_EBR_MRCO_pointer_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_EBR_ARCO_pointer_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_EBR_SOS_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_EBR_ARCO_pointer_snds_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_EBR_DMS_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_EBR_Hamr_pointer_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_EBR_DMS_pointer_snds_F	Mk14 Mod 1 EBR	Weapon	SniperRifle	112	-1	-1		A3_Weapons_F_LongRangeRifles_EBR
srifle_GM6_F	GM6 Lynx	Weapon	SniperRifle	253	-1	-1	@ace	A3_Weapons_F_LongRangeRifles_GM6;A3_Weapons_F_Mark_LongRangeRifles_GM6;ace_realisticnames;ace_scopes;ace_ballistics
srifle_GM6_SOS_F	GM6 Lynx	Weapon	SniperRifle	253	-1	-1		A3_Weapons_F_LongRangeRifles_GM6
srifle_GM6_LRPS_F	GM6 Lynx	Weapon	SniperRifle	253	-1	-1		A3_Weapons_F_LongRangeRifles_GM6
srifle_GM6_camo_F	GM6 Lynx (Camo)	Weapon	SniperRifle	253	-1	-1	@ace	A3_Weapons_F_LongRangeRifles_GM6;A3_Weapons_F_Mark_LongRangeRifles_GM6_Camo;ace_realisticnames
srifle_GM6_camo_SOS_F	GM6 Lynx (Camo)	Weapon	SniperRifle	253	-1	-1		A3_Weapons_F_LongRangeRifles_GM6
srifle_GM6_camo_LRPS_F	GM6 Lynx (Camo)	Weapon	SniperRifle	253	-1	-1		A3_Weapons_F_LongRangeRifles_GM6
srifle_LRR_F	M200 Intervention	Weapon	SniperRifle	310	-1	-1	@ace	A3_Weapons_F_LongRangeRifles_M320;A3_Weapons_F_Mark_LongRangeRifles_M320;ace_realisticnames;ace_scopes;ace_ballistics
srifle_LRR_SOS_F	M200 Intervention	Weapon	SniperRifle	310	-1	-1		A3_Weapons_F_LongRangeRifles_M320
srifle_LRR_LRPS_F	M200 Intervention	Weapon	SniperRifle	310	-1	-1		A3_Weapons_F_LongRangeRifles_M320
srifle_LRR_camo_F	M200 Intervention (Camo)	Weapon	SniperRifle	310	-1	-1	@ace	A3_Weapons_F_LongRangeRifles_M320;A3_Weapons_F_Mark_LongRangeRifles_M320_Camo;ace_realisticnames
srifle_LRR_camo_SOS_F	M200 Intervention (Camo)	Weapon	SniperRifle	310	-1	-1		A3_Weapons_F_LongRangeRifles_M320
srifle_LRR_camo_LRPS_F	M200 Intervention (Camo)	Weapon	SniperRifle	310	-1	-1		A3_Weapons_F_LongRangeRifles_M320
LMG_Mk200_F	Stoner 99 LMG	Weapon	MachineGun	114	-1	-1	@ace	A3_Weapons_F_Machineguns_M200;A3_Weapons_F_Mark_Machineguns_M200;A3_Weapons_F_Enoch_Machineguns_M200;jsrs2025_config_c;jsrs2025_functions;cba_jam;L_ES_ES_sys;ace_overheating;ace_realisticnames;ace_scopes;ace_smallarms;ace_ai;ace_ballistics
LMG_Mk200_MRCO_F	Stoner 99 LMG	Weapon	MachineGun	114	-1	-1		A3_Weapons_F_Machineguns_M200
LMG_Mk200_pointer_F	Stoner 99 LMG	Weapon	MachineGun	114	-1	-1		A3_Weapons_F_Machineguns_M200
LMG_Zafir_F	Negev NG7	Weapon	MachineGun	163	-1	-1	@ace	A3_Weapons_F_Machineguns_Zafir;A3_Weapons_F_Mark_Machineguns_Zafir;jsrs2025_config_c;jsrs2025_functions;cba_jam;L_ES_ES_sys;ace_overheating;ace_realisticnames;ace_scopes;ace_smallarms;ace_ai;ace_ballistics
LMG_Zafir_pointer_F	Negev NG7	Weapon	MachineGun	163	-1	-1		A3_Weapons_F_Machineguns_Zafir
LMG_Zafir_ARCO_F	Negev NG7	Weapon	MachineGun	163	-1	-1		A3_Weapons_F_Machineguns_Zafir
hgun_ACPC2_F	Custom Covert II	Weapon	Handgun	24	-1	-1	@ace	A3_Weapons_F_Pistols_ACPC2;jsrs2025_config_c;jsrs2025_functions;cba_jam;L_ES_ES_sys;ace_realisticnames;ace_ballistics
hgun_ACPC2_snds_F	Custom Covert II	Weapon	Handgun	24	-1	-1		A3_Weapons_F_Pistols_ACPC2
hgun_P07_F	P99	Weapon	Handgun	13	-1	-1	@ace	A3_Weapons_F_Pistols_P07;jsrs2025_config_c;ace_realisticnames;ace_ballistics
hgun_P07_snds_F	P99	Weapon	Handgun	13	-1	-1		A3_Weapons_F_Pistols_P07
hgun_Pistol_heavy_01_F	FNX-45 Tactical	Weapon	Handgun	21	-1	-1	@ace	A3_Weapons_F_Pistols_Pistol_Heavy_01;jsrs2025_config_c;jsrs2025_functions;L_ES_ES_sys;ace_realisticnames;ace_ballistics
hgun_Pistol_heavy_01_snds_F	FNX-45 Tactical	Weapon	Handgun	21	-1	-1		A3_Weapons_F_Pistols_Pistol_Heavy_01
hgun_Pistol_heavy_01_MRD_F	FNX-45 Tactical	Weapon	Handgun	21	-1	-1		A3_Weapons_F_Pistols_Pistol_Heavy_01
hgun_Pistol_heavy_02_F	Chiappa Rhino 60DS	Weapon	Handgun	20	-1	-1	@ace	A3_Weapons_F_Pistols_Pistol_Heavy_02;jsrs2025_config_c;jsrs2025_functions;L_ES_ES_sys;ace_overheating;ace_realisticnames;ace_ballistics
hgun_Pistol_heavy_02_Yorris_F	Chiappa Rhino 60DS	Weapon	Handgun	20	-1	-1		A3_Weapons_F_Pistols_Pistol_Heavy_02
hgun_Rook40_F	MP-443 Grach	Weapon	Handgun	20	-1	-1	@ace	A3_Weapons_F_Pistols_Rook40;jsrs2025_config_c;ace_realisticnames;ace_ballistics
hgun_Rook40_snds_F	MP-443 Grach	Weapon	Handgun	20	-1	-1		A3_Weapons_F_Pistols_Rook40
arifle_Katiba_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1	@ace	A3_Weapons_F_Rifles_Khaybar;ace_realisticnames;ace_scopes;ace_ballistics
arifle_Katiba_C_F	KH2002C Sama	Weapon	AssaultRifle	73	-1	-1	@ace	A3_Weapons_F_Rifles_Khaybar;ace_realisticnames;ace_scopes;ace_ai;ace_ballistics
arifle_Katiba_GL_F	KH2002 Sama KGL	Weapon	AssaultRifle	111	-1	-1	@ace	A3_Weapons_F_Rifles_Khaybar;ace_realisticnames;ace_scopes;ace_ballistics
arifle_Katiba_C_ACO_pointer_F	KH2002C Sama	Weapon	AssaultRifle	73	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_C_ACO_F	KH2002C Sama	Weapon	AssaultRifle	73	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_ACO_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_pointer_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_ACO_pointer_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_ARCO_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_ARCO_pointer_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_GL_ACO_F	KH2002 Sama KGL	Weapon	AssaultRifle	111	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_GL_ARCO_pointer_F	KH2002 Sama KGL	Weapon	AssaultRifle	111	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_GL_ACO_pointer_F	KH2002 Sama KGL	Weapon	AssaultRifle	111	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_GL_Nstalker_pointer_F	KH2002 Sama KGL	Weapon	AssaultRifle	111	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_GL_ACO_pointer_snds_F	KH2002 Sama KGL	Weapon	AssaultRifle	111	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_C_ACO_pointer_snds_F	KH2002C Sama	Weapon	AssaultRifle	73	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_ACO_pointer_snds_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Katiba_ARCO_pointer_snds_F	KH2002 Sama	Weapon	AssaultRifle	81	-1	-1		A3_Weapons_F_Rifles_Khaybar
arifle_Mk20_F	F2000 (Camo)	Weapon	AssaultRifle	75	-1	-1	@ace	A3_Weapons_F_Rifles_MK20;ace_realisticnames;ace_scopes;ace_ballistics
arifle_Mk20_plain_F	F2000	Weapon	AssaultRifle	75	-1	-1	@ace	A3_Weapons_F_Rifles_MK20;ace_realisticnames
arifle_Mk20C_F	F2000 Tactical (Camo)	Weapon	AssaultRifle	74	-1	-1	@ace	A3_Weapons_F_Rifles_MK20;jsrs2025_config_c;ace_realisticnames;ace_scopes;ace_ai;ace_ballistics
arifle_Mk20C_plain_F	F2000 Tactical	Weapon	AssaultRifle	74	-1	-1	@ace	A3_Weapons_F_Rifles_MK20;ace_realisticnames
arifle_Mk20_GL_F	F2000 EGLM (Camo)	Weapon	AssaultRifle	105	-1	-1	@ace	A3_Weapons_F_Rifles_MK20;ace_realisticnames;ace_scopes;ace_ballistics
arifle_Mk20_GL_plain_F	F2000 EGLM	Weapon	AssaultRifle	105	-1	-1	@ace	A3_Weapons_F_Rifles_MK20;ace_realisticnames
arifle_Mk20C_ACO_F	F2000 Tactical (Camo)	Weapon	AssaultRifle	74	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20C_ACO_pointer_F	F2000 Tactical (Camo)	Weapon	AssaultRifle	74	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_pointer_F	F2000 (Camo)	Weapon	AssaultRifle	75	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_Holo_F	F2000 (Camo)	Weapon	AssaultRifle	75	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_ACO_F	F2000 (Camo)	Weapon	AssaultRifle	75	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_ACO_pointer_F	F2000 (Camo)	Weapon	AssaultRifle	75	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_MRCO_F	F2000 (Camo)	Weapon	AssaultRifle	75	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_MRCO_plain_F	F2000	Weapon	AssaultRifle	75	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_MRCO_pointer_F	F2000 (Camo)	Weapon	AssaultRifle	75	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_GL_MRCO_pointer_F	F2000 EGLM (Camo)	Weapon	AssaultRifle	105	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_Mk20_GL_ACO_F	F2000 EGLM (Camo)	Weapon	AssaultRifle	105	-1	-1		A3_Weapons_F_Rifles_MK20
arifle_MXC_F	MXC	Weapon	AssaultRifle	72	-1	-1	@ace	A3_Weapons_F_Rifles_MX;A3_Sounds_F;A3_Sounds_F_Enoch;ace_realisticnames;ace_scopes;ace_ai;ace_ballistics
arifle_MX_F	MX	Weapon	AssaultRifle	79	-1	-1	@ace	A3_Weapons_F_Rifles_MX;ace_realisticnames;ace_scopes;ace_ballistics
arifle_MX_GL_F	MX 3GL	Weapon	AssaultRifle	119	-1	-1	@ace	A3_Weapons_F_Rifles_MX;ace_realisticnames;ace_scopes;ace_ballistics
arifle_MX_SW_F	MX LSW	Weapon	MachineGun	81	-1	-1	@ace	A3_Weapons_F_Rifles_MX;A3_Weapons_F_Mark_Rifles_MX;ace_overheating;ace_realisticnames;ace_scopes;ace_smallarms;ace_ai;ace_ballistics
arifle_MXM_F	MXM	Weapon	AssaultRifle	85	-1	-1	@ace	A3_Weapons_F_Rifles_MX;ace_realisticnames;ace_scopes;ace_ballistics
arifle_MX_pointer_F	MX	Weapon	AssaultRifle	79	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_Holo_pointer_F	MX	Weapon	AssaultRifle	79	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_Hamr_pointer_F	MX	Weapon	AssaultRifle	79	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_ACO_pointer_F	MX	Weapon	AssaultRifle	79	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_ACO_F	MX	Weapon	AssaultRifle	79	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_GL_ACO_F	MX 3GL	Weapon	AssaultRifle	119	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_GL_ACO_pointer_F	MX 3GL	Weapon	AssaultRifle	119	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_GL_Hamr_pointer_F	MX 3GL	Weapon	AssaultRifle	119	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXC_Holo_F	MXC	Weapon	AssaultRifle	72	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXC_Holo_pointer_F	MXC	Weapon	AssaultRifle	72	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_SW_pointer_F	MX LSW	Weapon	MachineGun	81	-1	-1	mark	A3_Weapons_F_Rifles_MX;A3_Weapons_F_Mark_Rifles_MX
arifle_MX_SW_Hamr_pointer_F	MX LSW	Weapon	MachineGun	81	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXM_Hamr_pointer_F	MXM	Weapon	AssaultRifle	85	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXC_ACO_F	MXC	Weapon	AssaultRifle	72	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXC_Holo_pointer_snds_F	MXC	Weapon	AssaultRifle	72	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXC_SOS_point_snds_F	MXC	Weapon	AssaultRifle	72	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXC_ACO_pointer_snds_F	MXC	Weapon	AssaultRifle	72	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXC_ACO_pointer_F	MXC	Weapon	AssaultRifle	72	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_ACO_pointer_snds_F	MX	Weapon	AssaultRifle	79	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_RCO_pointer_snds_F	MX	Weapon	AssaultRifle	79	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MX_GL_Holo_pointer_snds_F	MX 3GL	Weapon	AssaultRifle	119	-1	-1		A3_Weapons_F_Rifles_MX
arifle_MXM_SOS_pointer_F	MXM	Weapon	AssaultRifle	85	-1	-1		A3_Weapons_F_Rifles_MX
